bezelye;kabak;misir;;;;;;;;;;;;
sosis;biberiye;portakal;serbet;ayran;patlican;corek otu;boza;kajun;;;;;;
roka;zerdecal;nane;;;;;;;;;;;;
armut;kivi;yulaf;siyah cay;cavdar;kirmizi mercimek;kahve;kiyma;cilek;mayali alkoller;peynir;;;;
tuz;bulgur;sogan;kimyon;yeni bahar;kiyma;bezelye;kusbasi et;elma;;;;;;
kirmizi mercimek;yulaf;biber;taze meyve suyu;arpa;yesil mercimek;kabak;misir;yogurt;kori;nar;yumurta;pirasa;;
mayasiz alkoller;zerdecal;kiyma;bitki cayi;balik;soguk cay;aci pul biber;;;;;;;;
nohut;bugday;pirinc;vanilya;yulaf sutu;;;;;;;;;;
sumak;biberiye;muz;kimyon;;;;;;;;;;;
tatli toz biber;yogurt;biber;nohut;mango;kori;avokado;yulaf;boza;;;;;;
sumak;zerdecal;kekik;kivi;tatli toz biber;;;;;;;;;;
hindi eti;avokado;bugday;roka;sarimsak;zerdecal;ananas;kola-gazoz vb.;armut;nohut;biber;muz;cilek;;
serbet;biber;kirmizi mercimek;bulgur;mayali alkoller;siyah cay;;;;;;;;;
sosis;kajun;yulaf;;;;;;;;;;;;
kahve;sucuk;aci pul biber;badem sutu;armut;mayali alkoller;ejder meyvesi;tatli toz biber;roka;elma;avokado;yogurt;bogurtlen;kabak;
taze meyve suyu;hayvansal sut;mango;lahana;elma;aci toz biber;nane;misir;marul;roka;tuz;bitki cayi;yumurta;;
mayasiz alkoller;sosis;marul;elma;arpa;kakule;sucuk;kiraz;ejder meyvesi;yogurt;kekik;tarcin;;;
zerdecal;pirasa;yumurta;avokado;ekmek;;;;;;;;;;
balik;armut;salatalik;kiraz;patlican;;;;;;;;;;
bezelye;lahana;kabak;yeni bahar;muz;armut;kola-gazoz vb.;soguk cay;boza;vanilya;kirmizi mercimek;hazir meyve suyu;aci pul biber;;
tuz;;;;;;;;;;;;;;
bitki cayi;aci pul biber;zerdecal;misir;peynir;yogurt;cilek;kimyon;yesil mercimek;salam;arpa;sakatatlar;kirmizi mercimek;kori;
mayali alkoller;boza;sogan;cilek;kivi;salam;yumurta;hazir meyve suyu;pirinc;hindi eti;corek otu;bitki cayi;marul;nane;
soguk cay;kekik;kakule;nane;;;;;;;;;;;
kiyma;biberiye;karpuz;avokado;bogurtlen;sogan;sucuk;aci toz biber;kakule;;;;;;
sarimsak;kakule;misir;mayasiz alkoller;cilek;corek otu;lahana;siyah cay;kabak;elma;aci toz biber;sogan;visne;;
nane;aci toz biber;ananas;cavdar;sucuk;yulaf sutu;kirmizi mercimek;kivi;;;;;;;
patlican;nane;salatalik;mayasiz alkoller;aci pul biber;tavuk eti;;;;;;;;;
avokado;sakatatlar;domates;mandalina;elma;badem sutu;muz;ispanak;kola-gazoz vb.;tatli toz biber;;;;;
serbet;kivi;salatalik;ispanak;badem sutu;cilek;bogurtlen;soguk cay;bitki cayi;mayasiz alkoller;kahve;visne;sosis;hayvansal sut;
yogurt;biber;pirasa;soguk cay;;;;;;;;;;;
yumurta;kirmizi mercimek;balik;maydanoz;yesil mercimek;soguk cay;sarimsak;seker;;;;;;;
kuru fasulye;domates;sumak;yesil mercimek;yulaf sutu;kiraz;pirinc;salam;tereyagi;;;;;;
pirasa;serbet;yulaf;kirmizi mercimek;;;;;;;;;;;
kimyon;nar;sarimsak;hayvansal sut;zerdecal;marul;;;;;;;;;
bulgur;visne;tatli toz biber;bugday;zerdecal;aci pul biber;sumak;kirmizi mercimek;bakla;peynir;kahve;;;;
peynir;yulaf;salam;patlican;yeni bahar;ayran;aci toz biber;maydanoz;boza;;;;;;
tereyagi;kahve;kekik;;;;;;;;;;;;
pirinc;maydanoz;nane;sogan;lahana;hayvansal sut;ekmek;kirmizi mercimek;;;;;;;
domates;;;;;;;;;;;;;;
kabak;kakule;bezelye;;;;;;;;;;;;
mandalina;domates;bogurtlen;yumurta;hayvansal sut;kajun;;;;;;;;;
karpuz;kabak;hayvansal sut;kola-gazoz vb.;yesil mercimek;tereyagi;cavdar;hindi eti;nane;armut;sarimsak;balik;yulaf sutu;;
sosis;kola-gazoz vb.;domates;bitki cayi;cavdar;tavuk eti;marul;hindi eti;hazir meyve suyu;margarin;kirmizi mercimek;kakule;seker;;
ispanak;bugday;kivi;tarcin;kakule;aci pul biber;bogurtlen;sucuk;hindi eti;ekmek;nane;sarimsak;tereyagi;kekik;kirmizi mercimek
cavdar;elma;armut;bezelye;nohut;biber;biberiye;kusbasi et;kori;seker;yumurta;siyah cay;;;
hazir meyve suyu;boza;tereyagi;kimyon;ayran;peynir;roka;kola-gazoz vb.;sosis;bulgur;kori;yogurt;bugday;;
siyah cay;kajun;kirmizi mercimek;seker;vanilya;mandalina;;;;;;;;;
badem sutu;patlican;taze meyve suyu;biberiye;bugday;armut;domates;tatli toz biber;sucuk;zerdecal;ekmek;salatalik;salam;;
biber;nar;sosis;pirasa;sakatatlar;ejder meyvesi;kajun;arpa;;;;;;;
tuz;ananas;;;;;;;;;;;;;
sarimsak;hindi eti;corek otu;cilek;maydanoz;cavdar;ejder meyvesi;sumak;patlican;mayali alkoller;salam;kiyma;;;
mayasiz alkoller;yulaf;;;;;;;;;;;;;
mandalina;yumurta;tereyagi;hindi eti;elma;cilek;tatli toz biber;seker;lahana;biberiye;bulgur;;;;
aci pul biber;soguk cay;;;;;;;;;;;;;
yulaf sutu;siyah cay;pirinc;biberiye;aci pul biber;bakla;kajun;tarcin;taze meyve suyu;mayasiz alkoller;nar;ispanak;tuz;hazir meyve suyu;
bakla;ananas;pirasa;muz;kajun;corek otu;kiraz;bulgur;pirinc;;;;;;
kekik;cilek;cavdar;sosis;bugday;;;;;;;;;;
pirinc;bitki cayi;sakatatlar;mango;kajun;karpuz;aci pul biber;corek otu;domates;arpa;;;;;
aci toz biber;kimyon;;;;;;;;;;;;;
sosis;roka;bezelye;kakule;tatli toz biber;kuru fasulye;yesil mercimek;kabak;portakal;;;;;;
nane;sogan;boza;bitki cayi;mayasiz alkoller;;;;;;;;;;
salatalik;yeni bahar;kivi;sumak;armut;yogurt;ekmek;aci pul biber;kiraz;hindi eti;nar;siyah cay;yulaf;hazir meyve suyu;kirmizi mercimek
aci pul biber;aci toz biber;;;;;;;;;;;;;
cilek;vanilya;tarcin;boza;roka;avokado;kuru fasulye;kivi;cavdar;salam;kori;ekmek;margarin;;
avokado;ananas;nar;;;;;;;;;;;;
badem sutu;kori;domates;ananas;maydanoz;;;;;;;;;;
margarin;marul;biberiye;;;;;;;;;;;;
kuru fasulye;tatli toz biber;salatalik;nane;biber;patlican;ananas;kori;marul;taze meyve suyu;seker;kekik;tereyagi;armut;
arpa;tatli toz biber;kabak;nar;kivi;seker;visne;peynir;kusbasi et;kori;sosis;hayvansal sut;;;
ananas;biber;karpuz;roka;bulgur;siyah cay;aci pul biber;salatalik;kiyma;sarimsak;zerdecal;hindi eti;ejder meyvesi;;
siyah cay;domates;yumurta;taze meyve suyu;mayasiz alkoller;ekmek;mandalina;kola-gazoz vb.;muz;mango;hazir meyve suyu;corek otu;biber;;
mayali alkoller;bulgur;armut;mandalina;karpuz;portakal;kakule;kori;aci toz biber;;;;;;
pirasa;yulaf;mandalina;kiraz;elma;bogurtlen;cilek;visne;sucuk;mayasiz alkoller;;;;;
siyah cay;misir;patlican;arpa;;;;;;;;;;;
ekmek;yulaf;kola-gazoz vb.;;;;;;;;;;;;
salatalik;sarimsak;nohut;kakule;karpuz;yesil mercimek;biberiye;;;;;;;;
boza;aci pul biber;seker;peynir;ispanak;kimyon;sakatatlar;bogurtlen;margarin;vanilya;pirinc;;;;
peynir;serbet;sarimsak;corek otu;aci toz biber;avokado;yulaf sutu;cavdar;ejder meyvesi;pirinc;yumurta;sumak;nar;;
bulgur;kabak;vanilya;seker;kakule;;;;;;;;;;
misir;kajun;salam;;;;;;;;;;;;
domates;yumurta;misir;patlican;kimyon;;;;;;;;;;
boza;portakal;;;;;;;;;;;;;
bitki cayi;;;;;;;;;;;;;;
balik;kekik;peynir;nane;ekmek;elma;sucuk;;;;;;;;
boza;;;;;;;;;;;;;;
salatalik;mayasiz alkoller;vanilya;mango;visne;tarcin;sakatatlar;;;;;;;;
bugday;aci toz biber;yulaf sutu;salam;;;;;;;;;;;
tarcin;kola-gazoz vb.;aci toz biber;mandalina;soguk cay;nane;salam;boza;misir;kusbasi et;sarimsak;;;;
tereyagi;sumak;biberiye;aci toz biber;karpuz;aci pul biber;cilek;domates;yesil mercimek;kusbasi et;hindi eti;lahana;siyah cay;misir;kori
maydanoz;yulaf sutu;kajun;nar;taze meyve suyu;sakatatlar;kola-gazoz vb.;lahana;hazir meyve suyu;misir;;;;;
karpuz;lahana;mayali alkoller;kakule;bakla;kabak;tarcin;;;;;;;;
sucuk;ananas;;;;;;;;;;;;;
sarimsak;portakal;seker;hayvansal sut;siyah cay;tereyagi;ananas;bakla;;;;;;;
armut;yumurta;;;;;;;;;;;;;
kiyma;aci toz biber;kahve;bezelye;elma;;;;;;;;;;
sarimsak;yogurt;roka;cilek;;;;;;;;;;;
ispanak;sarimsak;lahana;sumak;yesil mercimek;kori;cilek;;;;;;;;
pirinc;cavdar;aci toz biber;nohut;seker;bogurtlen;tarcin;corek otu;kimyon;muz;;;;;
ayran;nar;patlican;biberiye;yulaf;zerdecal;kekik;sakatatlar;pirinc;kajun;sumak;ananas;vanilya;bulgur;roka
tatli toz biber;yeni bahar;aci toz biber;avokado;kekik;;;;;;;;;;
lahana;patlican;ekmek;serbet;aci toz biber;margarin;kajun;sumak;;;;;;;
mayali alkoller;sosis;sucuk;;;;;;;;;;;;
bogurtlen;margarin;ayran;pirasa;sarimsak;siyah cay;tavuk eti;taze meyve suyu;biberiye;kola-gazoz vb.;ispanak;mandalina;kirmizi mercimek;ananas;
mango;hazir meyve suyu;elma;ispanak;hayvansal sut;yumurta;pirasa;aci toz biber;yogurt;kiyma;badem sutu;;;;
mayali alkoller;ekmek;yeni bahar;cavdar;domates;kori;tarcin;biberiye;bitki cayi;hazir meyve suyu;corek otu;kahve;balik;boza;biber
ayran;bitki cayi;yeni bahar;pirasa;marul;;;;;;;;;;
badem sutu;bugday;avokado;salam;visne;kori;patlican;serbet;kekik;tereyagi;ayran;;;;
badem sutu;kekik;kori;tereyagi;bitki cayi;vanilya;kirmizi mercimek;tavuk eti;sakatatlar;sogan;ananas;kiraz;marul;seker;muz
sarimsak;siyah cay;tuz;nar;kiraz;sumak;;;;;;;;;
badem sutu;yumurta;biber;armut;kajun;zerdecal;kirmizi mercimek;sucuk;mayali alkoller;siyah cay;hazir meyve suyu;soguk cay;kuru fasulye;sumak;
bakla;aci toz biber;kajun;kimyon;yulaf sutu;lahana;mayali alkoller;biber;tereyagi;sogan;kakule;salatalik;kabak;cilek;
pirinc;margarin;yesil mercimek;kiraz;tuz;sarimsak;yulaf;bitki cayi;nane;yeni bahar;tatli toz biber;;;;
hazir meyve suyu;ispanak;patlican;;;;;;;;;;;;
sumak;;;;;;;;;;;;;;
patlican;;;;;;;;;;;;;;
kori;kola-gazoz vb.;kusbasi et;sakatatlar;;;;;;;;;;;
kola-gazoz vb.;visne;kimyon;siyah cay;yulaf sutu;ejder meyvesi;cilek;zerdecal;elma;sarimsak;nane;;;;
seker;yulaf sutu;bitki cayi;tarcin;badem sutu;biberiye;sucuk;;;;;;;;
aci toz biber;aci pul biber;bulgur;karpuz;kabak;salam;tavuk eti;boza;kahve;sucuk;;;;;
kirmizi mercimek;roka;marul;;;;;;;;;;;;
maydanoz;kimyon;kajun;;;;;;;;;;;;
sarimsak;tatli toz biber;yulaf;karpuz;zerdecal;kiyma;arpa;biberiye;;;;;;;
muz;peynir;misir;zerdecal;;;;;;;;;;;
tuz;marul;ejder meyvesi;aci toz biber;seker;pirasa;;;;;;;;;
bulgur;mayasiz alkoller;lahana;vanilya;;;;;;;;;;;
kimyon;cavdar;kiyma;;;;;;;;;;;;
yulaf sutu;boza;ananas;lahana;ayran;aci toz biber;avokado;yesil mercimek;mayasiz alkoller;kiyma;;;;;
tuz;kola-gazoz vb.;cavdar;kiyma;nar;;;;;;;;;;
mango;;;;;;;;;;;;;;
ejder meyvesi;bezelye;tatli toz biber;tavuk eti;yeni bahar;nane;pirinc;pirasa;bulgur;mango;;;;;
misir;pirinc;ispanak;yulaf;mayali alkoller;kori;bulgur;boza;;;;;;;
kekik;mandalina;peynir;bitki cayi;aci pul biber;cilek;tuz;taze meyve suyu;ayran;;;;;;
pirasa;badem sutu;arpa;bogurtlen;patlican;salam;kivi;ayran;mayasiz alkoller;kiraz;hazir meyve suyu;margarin;misir;taze meyve suyu;karpuz
kirmizi mercimek;maydanoz;kahve;kori;pirasa;corek otu;kivi;;;;;;;;
sogan;bogurtlen;pirasa;bulgur;hayvansal sut;misir;yesil mercimek;kusbasi et;nar;portakal;mayasiz alkoller;nane;biber;;
badem sutu;tavuk eti;kiyma;yulaf sutu;bitki cayi;kiraz;kusbasi et;nohut;karpuz;kahve;kivi;boza;nane;ananas;
kori;sakatatlar;;;;;;;;;;;;;
vanilya;pirasa;zerdecal;ayran;mango;kahve;;;;;;;;;
taze meyve suyu;sogan;boza;biberiye;bugday;elma;salatalik;roka;nohut;kola-gazoz vb.;pirinc;kiraz;aci pul biber;mayali alkoller;
kivi;sarimsak;yumurta;visne;portakal;avokado;bezelye;boza;sosis;sucuk;taze meyve suyu;serbet;ayran;;
nar;vanilya;kekik;kori;ekmek;ayran;sumak;patlican;bitki cayi;nane;kirmizi mercimek;mango;;;
sogan;kirmizi mercimek;;;;;;;;;;;;;
mayali alkoller;kiraz;sosis;marul;nohut;serbet;kabak;hayvansal sut;aci toz biber;tereyagi;nane;vanilya;;;
elma;biberiye;kimyon;yumurta;aci pul biber;taze meyve suyu;lahana;;;;;;;;
ejder meyvesi;sarimsak;kajun;tavuk eti;mayali alkoller;ekmek;;;;;;;;;
lahana;hindi eti;yeni bahar;pirinc;taze meyve suyu;bitki cayi;kuru fasulye;yulaf sutu;sumak;bogurtlen;sogan;margarin;kabak;roka;ananas
elma;kuru fasulye;aci pul biber;kimyon;nane;sogan;ananas;serbet;salam;tereyagi;yesil mercimek;kajun;badem sutu;kivi;
hindi eti;soguk cay;bugday;avokado;portakal;bogurtlen;sosis;elma;bitki cayi;tuz;kusbasi et;;;;
yogurt;domates;mayasiz alkoller;visne;tavuk eti;lahana;;;;;;;;;
ejder meyvesi;elma;kusbasi et;balik;peynir;cilek;salatalik;sucuk;arpa;ekmek;muz;yulaf sutu;biber;margarin;
cavdar;kivi;kahve;yogurt;kola-gazoz vb.;avokado;marul;ekmek;kuru fasulye;kusbasi et;elma;hazir meyve suyu;bugday;kimyon;
badem sutu;visne;seker;corek otu;yulaf;marul;mango;biber;kola-gazoz vb.;bugday;ananas;margarin;;;
yulaf sutu;kahve;mango;;;;;;;;;;;;
bezelye;kekik;nane;marul;aci pul biber;cilek;soguk cay;maydanoz;yeni bahar;yogurt;hazir meyve suyu;;;;
portakal;siyah cay;taze meyve suyu;armut;;;;;;;;;;;
tarcin;maydanoz;avokado;mayasiz alkoller;;;;;;;;;;;
ejder meyvesi;serbet;;;;;;;;;;;;;
sogan;sumak;kimyon;seker;bitki cayi;muz;bulgur;zerdecal;salatalik;;;;;;
visne;kusbasi et;yeni bahar;lahana;zerdecal;kori;tarcin;;;;;;;;
cilek;ananas;;;;;;;;;;;;;
siyah cay;tarcin;patlican;cavdar;bezelye;nane;bulgur;kori;margarin;ejder meyvesi;ispanak;;;;
yogurt;biber;cavdar;sumak;elma;avokado;mayasiz alkoller;nar;portakal;tereyagi;bogurtlen;kahve;;;
mayali alkoller;ayran;marul;bezelye;hindi eti;patlican;kola-gazoz vb.;;;;;;;;
zerdecal;roka;bulgur;pirinc;;;;;;;;;;;
salam;vanilya;biber;yeni bahar;tuz;kimyon;elma;sosis;marul;ananas;kekik;;;;
maydanoz;mayasiz alkoller;yesil mercimek;;;;;;;;;;;;
biberiye;kivi;sucuk;yumurta;ayran;seker;ekmek;karpuz;badem sutu;tuz;kirmizi mercimek;nar;bugday;;
yeni bahar;avokado;mandalina;biber;salam;salatalik;zerdecal;badem sutu;yumurta;pirinc;portakal;bezelye;margarin;kiraz;ispanak
kekik;bakla;salatalik;bulgur;tereyagi;;;;;;;;;;
vanilya;peynir;kivi;ananas;;;;;;;;;;;
visne;;;;;;;;;;;;;;
peynir;kahve;ayran;;;;;;;;;;;;
yogurt;ejder meyvesi;armut;soguk cay;elma;nane;bezelye;kori;visne;aci pul biber;kakule;;;;
bakla;ekmek;peynir;bogurtlen;kori;tatli toz biber;mayali alkoller;yulaf sutu;salatalik;kimyon;mandalina;seker;;;
bakla;maydanoz;yulaf;biberiye;hindi eti;kivi;aci toz biber;peynir;karpuz;mayasiz alkoller;salatalik;;;;
misir;kakule;corek otu;yeni bahar;pirinc;serbet;kajun;biberiye;patlican;badem sutu;;;;;
kajun;mango;kiyma;roka;sosis;ejder meyvesi;aci pul biber;elma;sakatatlar;tarcin;kusbasi et;;;;
lahana;kivi;sarimsak;yulaf;yumurta;siyah cay;kola-gazoz vb.;ayran;boza;domates;salam;serbet;;;
yulaf sutu;mayasiz alkoller;armut;tereyagi;bulgur;kuru fasulye;kirmizi mercimek;mayali alkoller;maydanoz;;;;;;
mandalina;;;;;;;;;;;;;;
kajun;kiyma;kiraz;biberiye;salam;yulaf sutu;;;;;;;;;
bezelye;tuz;nane;;;;;;;;;;;;
misir;maydanoz;ayran;ekmek;nohut;bezelye;visne;lahana;kivi;balik;;;;;
taze meyve suyu;zerdecal;roka;biber;hayvansal sut;bakla;boza;armut;corek otu;yogurt;balik;visne;cavdar;salam;
elma;kabak;ejder meyvesi;lahana;roka;nohut;tuz;karpuz;vanilya;misir;margarin;ananas;kori;kakule;cilek
biber;bakla;portakal;bugday;roka;lahana;mayali alkoller;marul;visne;armut;nar;kiraz;mandalina;nohut;tarcin
biber;kiraz;pirinc;bugday;corek otu;;;;;;;;;;
tatli toz biber;peynir;arpa;hazir meyve suyu;biberiye;yulaf sutu;kajun;ejder meyvesi;sogan;;;;;;
bulgur;kuru fasulye;muz;aci toz biber;visne;kajun;tatli toz biber;;;;;;;;
hindi eti;yesil mercimek;corek otu;kakule;zerdecal;peynir;sogan;;;;;;;;
yulaf;lahana;kakule;tarcin;nohut;salatalik;soguk cay;bezelye;hayvansal sut;seker;domates;portakal;mayali alkoller;;
portakal;nar;ejder meyvesi;balik;hindi eti;;;;;;;;;;
sosis;bezelye;yulaf;kabak;peynir;yeni bahar;pirinc;biber;sucuk;;;;;;
hayvansal sut;sosis;nar;badem sutu;mayasiz alkoller;bogurtlen;nane;kekik;hindi eti;maydanoz;yulaf sutu;pirinc;kori;;
boza;;;;;;;;;;;;;;
patlican;kabak;kajun;kiyma;sosis;;;;;;;;;;
bogurtlen;vanilya;elma;kabak;nane;nar;biber;mango;seker;boza;sumak;kori;mayasiz alkoller;kimyon;siyah cay
kajun;nohut;serbet;sarimsak;boza;margarin;;;;;;;;;
kimyon;ejder meyvesi;seker;taze meyve suyu;avokado;sakatatlar;armut;portakal;;;;;;;
nar;kivi;vanilya;lahana;;;;;;;;;;;
siyah cay;karpuz;lahana;;;;;;;;;;;;
sogan;elma;yesil mercimek;boza;armut;mandalina;;;;;;;;;
kirmizi mercimek;armut;arpa;sogan;hayvansal sut;kivi;salam;bulgur;tarcin;yogurt;pirasa;bogurtlen;cilek;kahve;boza
bezelye;ejder meyvesi;karpuz;tatli toz biber;kiraz;biber;kirmizi mercimek;tarcin;serbet;bitki cayi;arpa;yeni bahar;;;
mango;kori;hindi eti;yesil mercimek;bogurtlen;kajun;tavuk eti;peynir;tarcin;domates;yulaf;ayran;bitki cayi;visne;misir
aci toz biber;;;;;;;;;;;;;;
sosis;kola-gazoz vb.;yesil mercimek;bakla;sucuk;pirasa;;;;;;;;;
sucuk;ayran;yumurta;yesil mercimek;serbet;;;;;;;;;;
yesil mercimek;bitki cayi;pirasa;kusbasi et;kabak;corek otu;bogurtlen;ispanak;hayvansal sut;mayasiz alkoller;;;;;
pirasa;taze meyve suyu;siyah cay;kimyon;kabak;yumurta;mandalina;sosis;sakatatlar;seker;mayali alkoller;ayran;yesil mercimek;bogurtlen;
sakatatlar;yulaf;kiyma;mango;elma;yesil mercimek;biber;mayasiz alkoller;yogurt;bulgur;kiraz;kakule;;;
marul;kola-gazoz vb.;yulaf;margarin;bakla;tereyagi;;;;;;;;;
mango;biber;patlican;boza;zerdecal;kori;kiyma;kusbasi et;sarimsak;taze meyve suyu;bulgur;soguk cay;;;
salatalik;ejder meyvesi;visne;armut;;;;;;;;;;;
avokado;armut;ananas;cavdar;badem sutu;yeni bahar;serbet;kivi;biberiye;yulaf sutu;;;;;
yesil mercimek;sogan;marul;serbet;;;;;;;;;;;
sucuk;serbet;sakatatlar;yulaf;kiyma;siyah cay;cavdar;cilek;kola-gazoz vb.;bugday;misir;sarimsak;nohut;soguk cay;kuru fasulye
cilek;mayali alkoller;tarcin;salatalik;corek otu;kajun;yulaf sutu;tatli toz biber;portakal;sakatatlar;misir;;;;
yulaf sutu;yumurta;;;;;;;;;;;;;
maydanoz;margarin;bogurtlen;peynir;tarcin;pirinc;kola-gazoz vb.;visne;seker;marul;;;;;
ananas;portakal;cilek;aci toz biber;muz;;;;;;;;;;
